"code","timestamp","trade_timestamp","trade_price","trade_volume","ask_bid","prev_closing_price","change","change_price","sequential_id"
"KRW-BTC",1575565482229,1575565481000,8619000.0,2.86398987,"BID",8515000.0,"RISE",104000.0,1575565481000006
"KRW-BTC",1575565482244,1575565482000,8619000.0,0.5811,"ASK",8515000.0,"RISE",104000.0,1575565482000000
"KRW-BTC",1575565482246,1575565481000,8619000.0,0.2934,"BID",8515000.0,"RISE",104000.0,1575565481000007
"KRW-BTC",1575565482259,1575565481000,8619000.0,0.5,"BID",8515000.0,"RISE",104000.0,1575565481000008
"KRW-BTC",1575565482272,1575565481000,8619000.0,0.173,"BID",8515000.0,"RISE",104000.0,1575565481000009
"KRW-BTC",1575565482276,1575565482000,8595000.0,0.00283504,"ASK",8515000.0,"RISE",80000.0,1575565482000001
"KRW-BTC",1575565482285,1575565482000,8619000.0,0.043,"BID",8515000.0,"RISE",104000.0,1575565482000002
"KRW-BTC",1575565482307,1575565482000,8595000.0,0.02927396,"ASK",8515000.0,"RISE",80000.0,1575565482000003
"KRW-BTC",1575565482401,1575565482000,8619000.0,0.1652,"ASK",8515000.0,"RISE",104000.0,1575565482000004
"KRW-BTC",1575565482556,1575565482000,8619000.0,0.11553192,"ASK",8515000.0,"RISE",104000.0,1575565482000005
"KRW-BTC",1575565482700,1575565482000,8619000.0,0.0616,"ASK",8515000.0,"RISE",104000.0,1575565482000006
"KRW-BTC",1575565482832,1575565482000,8619000.0,0.69939104,"ASK",8515000.0,"RISE",104000.0,1575565482000007
"KRW-BTC",1575565484242,1575565483000,8596000.0,0.2529,"ASK",8515000.0,"RISE",81000.0,1575565483000000
"KRW-BTC",1575565484273,1575565483000,8595000.0,0.08427432,"ASK",8515000.0,"RISE",80000.0,1575565483000001
"KRW-BTC",1575565484284,1575565483000,8595000.0,0.001,"ASK",8515000.0,"RISE",80000.0,1575565483000002
"KRW-BTC",1575565484297,1575565483000,8592000.0,0.521,"ASK",8515000.0,"RISE",77000.0,1575565483000003
"KRW-BTC",1575565484308,1575565483000,8591000.0,0.3045,"ASK",8515000.0,"RISE",76000.0,1575565483000004
"KRW-BTC",1575565484320,1575565483000,8591000.0,0.5812,"ASK",8515000.0,"RISE",76000.0,1575565483000005
